"Step","blooming-gorge-50 - loss","blooming-gorge-50 - loss__MIN","blooming-gorge-50 - loss__MAX","rosy-morning-34 - loss","rosy-morning-34 - loss__MIN","rosy-morning-34 - loss__MAX","glowing-sponge-42 - loss","glowing-sponge-42 - loss__MIN","glowing-sponge-42 - loss__MAX","effortless-firebrand-30 - loss","effortless-firebrand-30 - loss__MIN","effortless-firebrand-30 - loss__MAX","dauntless-river-36 - loss","dauntless-river-36 - loss__MIN","dauntless-river-36 - loss__MAX","fresh-music-32 - loss","fresh-music-32 - loss__MIN","fresh-music-32 - loss__MAX","earnest-eon-44 - loss","earnest-eon-44 - loss__MIN","earnest-eon-44 - loss__MAX","skilled-violet-48 - loss","skilled-violet-48 - loss__MIN","skilled-violet-48 - loss__MAX","distinctive-valley-40 - loss","distinctive-valley-40 - loss__MIN","distinctive-valley-40 - loss__MAX","sandy-pine-38 - loss","sandy-pine-38 - loss__MIN","sandy-pine-38 - loss__MAX"
"50","0.05552553292363882","0.05552553292363882","0.05552553292363882","0.10835820436477661","0.10835820436477661","0.10835820436477661","0.10114636148015659","0.10114636148015659","0.10114636148015659","0.1259240615181625","0.1259240615181625","0.1259240615181625","0.10399297857657075","0.10399297857657075","0.10399297857657075","","","","0.002828654973200173","0.002828654973200173","0.002828654973200173","0.1677771992981434","0.1677771992981434","0.1677771992981434","0.2118177842348814","0.2118177842348814","0.2118177842348814","0.012948770485568925","0.012948770485568925","0.012948770485568925"
"51","0.07126871112268418","0.07126871112268418","0.07126871112268418","0.1085457424633205","0.1085457424633205","0.1085457424633205","0.09560210071504116","0.09560210071504116","0.09560210071504116","0.13123146118596196","0.13123146118596196","0.13123146118596196","0.08008089964278042","0.08008089964278042","0.08008089964278042","","","","0.002890623315124685","0.002890623315124685","0.002890623315124685","0.21710772067308426","0.21710772067308426","0.21710772067308426","0.2135526081547141","0.2135526081547141","0.2135526081547141","0.01716967419322048","0.01716967419322048","0.01716967419322048"
"52","0.08929563616402447","0.08929563616402447","0.08929563616402447","0.11734574637375772","0.11734574637375772","0.11734574637375772","0.12833956546253628","0.12833956546253628","0.12833956546253628","0.09149603242985904","0.09149603242985904","0.09149603242985904","0.11164707131683826","0.11164707131683826","0.11164707131683826","","","","0.002189340564939357","0.002189340564939357","0.002189340564939357","0.1562431612983346","0.1562431612983346","0.1562431612983346","0.19658123422414064","0.19658123422414064","0.19658123422414064","0.009942721563025511","0.009942721563025511","0.009942721563025511"
"53","0.10847356729209423","0.10847356729209423","0.10847356729209423","0.10385759361088276","0.10385759361088276","0.10385759361088276","0.13252389596568215","0.13252389596568215","0.13252389596568215","0.10871223919093609","0.10871223919093609","0.10871223919093609","0.07607934903353453","0.07607934903353453","0.07607934903353453","","","","0.0019110234622985445","0.0019110234622985445","0.0019110234622985445","0.18646288197487593","0.18646288197487593","0.18646288197487593","0.20630029775202274","0.20630029775202274","0.20630029775202274","0.012138315152177321","0.012138315152177321","0.012138315152177321"
"54","0.0956413191743195","0.0956413191743195","0.0956413191743195","0.060496614314615726","0.060496614314615726","0.060496614314615726","0.09526397743158871","0.09526397743158871","0.09526397743158871","0.07453755079768598","0.07453755079768598","0.07453755079768598","0.1023291110759601","0.1023291110759601","0.1023291110759601","","","","0.004873655095252616","0.004873655095252616","0.004873655095252616","0.1753262346610427","0.1753262346610427","0.1753262346610427","0.2153219748288393","0.2153219748288393","0.2153219748288393","0.009124931486439891","0.009124931486439891","0.009124931486439891"
"55","0.06666684104129672","0.06666684104129672","0.06666684104129672","0.13598177675157785","0.13598177675157785","0.13598177675157785","0.10575089665750663","0.10575089665750663","0.10575089665750663","0.06856288062408566","0.06856288062408566","0.06856288062408566","0.05942413699813187","0.05942413699813187","0.05942413699813187","","","","0.003269146013280988","0.003269146013280988","0.003269146013280988","0.1750797387212515","0.1750797387212515","0.1750797387212515","0.2044649561867118","0.2044649561867118","0.2044649561867118","0.007660393174904","0.007660393174904","0.007660393174904"
"56","0.07394678145647049","0.07394678145647049","0.07394678145647049","0.10443656286224723","0.10443656286224723","0.10443656286224723","0.0648519622368945","0.0648519622368945","0.0648519622368945","0.04522306635044515","0.04522306635044515","0.04522306635044515","0.0841312879929319","0.0841312879929319","0.0841312879929319","","","","0.0033185788663558924","0.0033185788663558924","0.0033185788663558924","0.16190426424145699","0.16190426424145699","0.16190426424145699","0.18503053300082684","0.18503053300082684","0.18503053300082684","0.007875644027080853","0.007875644027080853","0.007875644027080853"
"57","0.07620222447440028","0.07620222447440028","0.07620222447440028","0.06436623516492546","0.06436623516492546","0.06436623516492546","0.08182126863135232","0.08182126863135232","0.08182126863135232","0.08934035245329142","0.08934035245329142","0.08934035245329142","0.05784308316651732","0.05784308316651732","0.05784308316651732","","","","0.0015679328682836058","0.0015679328682836058","0.0015679328682836058","0.14739360846579075","0.14739360846579075","0.14739360846579075","0.2245066985487938","0.2245066985487938","0.2245066985487938","0.005750470561906695","0.005750470561906695","0.005750470561906695"
"58","0.03681364154908806","0.03681364154908806","0.03681364154908806","0.10416852263733745","0.10416852263733745","0.10416852263733745","0.05844325644688474","0.05844325644688474","0.05844325644688474","0.1063394877128303","0.1063394877128303","0.1063394877128303","0.08847471419721842","0.08847471419721842","0.08847471419721842","","","","0.0016748832815096648","0.0016748832815096648","0.0016748832815096648","0.16760998778045177","0.16760998778045177","0.16760998778045177","0.1962507925927639","0.1962507925927639","0.1962507925927639","0.013256711271034354","0.013256711271034354","0.013256711271034354"
"59","0.039964107098057866","0.039964107098057866","0.039964107098057866","0.08693603938445449","0.08693603938445449","0.08693603938445449","0.06660097702923748","0.06660097702923748","0.06660097702923748","0.06978757912293077","0.06978757912293077","0.06978757912293077","0.040645057801157236","0.040645057801157236","0.040645057801157236","","","","0.0013559111473853136","0.0013559111473853136","0.0013559111473853136","0.12899065017700195","0.12899065017700195","0.12899065017700195","0.1971310069784522","0.1971310069784522","0.1971310069784522","0.00901717600624709","0.00901717600624709","0.00901717600624709"
"60","0.04457575164269656","0.04457575164269656","0.04457575164269656","0.07018879381939769","0.07018879381939769","0.07018879381939769","0.048074555997219354","0.048074555997219354","0.048074555997219354","0.10282021178863943","0.10282021178863943","0.10282021178863943","0.04799132258631289","0.04799132258631289","0.04799132258631289","","","","0.0012978407544324","0.0012978407544324","0.0012978407544324","0.1466774409636855","0.1466774409636855","0.1466774409636855","0.1543220649473369","0.1543220649473369","0.1543220649473369","0.006398121280653868","0.006398121280653868","0.006398121280653868"
"61","0.03967323963297531","0.03967323963297531","0.03967323963297531","0.09019403136335313","0.09019403136335313","0.09019403136335313","0.06010495747129122","0.06010495747129122","0.06010495747129122","0.08589017088524997","0.08589017088524997","0.08589017088524997","0.05223892803769559","0.05223892803769559","0.05223892803769559","","","","0.0009049779651491008","0.0009049779651491008","0.0009049779651491008","0.11671503260731697","0.11671503260731697","0.11671503260731697","0.14796889573335648","0.14796889573335648","0.14796889573335648","0.0056819105614392485","0.0056819105614392485","0.0056819105614392485"
"62","0.044553434068802744","0.044553434068802744","0.044553434068802744","0.0717123142676428","0.0717123142676428","0.0717123142676428","0.042770247544265456","0.042770247544265456","0.042770247544265456","0.04361281986348331","0.04361281986348331","0.04361281986348331","0.06330891785910353","0.06330891785910353","0.06330891785910353","","","","0.0017424625707462837","0.0017424625707462837","0.0017424625707462837","0.12728913128376007","0.12728913128376007","0.12728913128376007","0.1590150948613882","0.1590150948613882","0.1590150948613882","0.0063122542487690225","0.0063122542487690225","0.0063122542487690225"
"63","0.033026354503817856","0.033026354503817856","0.033026354503817856","0.04729063017293811","0.04729063017293811","0.04729063017293811","0.04428072496213847","0.04428072496213847","0.04428072496213847","0.061443976941518486","0.061443976941518486","0.061443976941518486","0.03131765074795112","0.03131765074795112","0.03131765074795112","","","","0.00118643558482745","0.00118643558482745","0.00118643558482745","0.1271146023645997","0.1271146023645997","0.1271146023645997","0.14012898597866297","0.14012898597866297","0.14012898597866297","0.009227902928874496","0.009227902928874496","0.009227902928874496"
"64","0.032555872458033264","0.032555872458033264","0.032555872458033264","0.0822621681727469","0.0822621681727469","0.0822621681727469","0.04197848836580912","0.04197848836580912","0.04197848836580912","0.04367606504820287","0.04367606504820287","0.04367606504820287","0.023924998538859654","0.023924998538859654","0.023924998538859654","","","","0.0009052578823229851","0.0009052578823229851","0.0009052578823229851","0.11730241402983665","0.11730241402983665","0.11730241402983665","0.1328217163681984","0.1328217163681984","0.1328217163681984","0.0038446548704606748","0.0038446548704606748","0.0038446548704606748"
"65","0.04337625880725682","0.04337625880725682","0.04337625880725682","0.08478169748559594","0.08478169748559594","0.08478169748559594","0.05641105998721388","0.05641105998721388","0.05641105998721388","0.05951965611893684","0.05951965611893684","0.05951965611893684","0.04654915945138782","0.04654915945138782","0.04654915945138782","","","","0.001528355954633298","0.001528355954633298","0.001528355954633298","0.12437619920819998","0.12437619920819998","0.12437619920819998","0.14095456339418888","0.14095456339418888","0.14095456339418888","0.005292489027039794","0.005292489027039794","0.005292489027039794"
"66","0.03779500431846827","0.03779500431846827","0.03779500431846827","0.0840760653372854","0.0840760653372854","0.0840760653372854","0.07165622695659597","0.07165622695659597","0.07165622695659597","0.03882642206735909","0.03882642206735909","0.03882642206735909","0.05343279251246713","0.05343279251246713","0.05343279251246713","","","","0.0019488771792737225","0.0019488771792737225","0.0019488771792737225","0.12414229940623045","0.12414229940623045","0.12414229940623045","0.15305813401937485","0.15305813401937485","0.15305813401937485","0.003673830794598741","0.003673830794598741","0.003673830794598741"
"67","0.03600672405445948","0.03600672405445948","0.03600672405445948","0.057527177792508155","0.057527177792508155","0.057527177792508155","0.03386833348001043","0.03386833348001043","0.03386833348001043","0.060756093356758356","0.060756093356758356","0.060756093356758356","0.0493745548883453","0.0493745548883453","0.0493745548883453","","","","0.0013947520212127529","0.0013947520212127529","0.0013947520212127529","0.1400542976334691","0.1400542976334691","0.1400542976334691","0.14948002342134714","0.14948002342134714","0.14948002342134714","0.004696472384759025","0.004696472384759025","0.004696472384759025"
"68","0.0402023303322494","0.0402023303322494","0.0402023303322494","0.07879016338847578","0.07879016338847578","0.07879016338847578","0.0461220586568945","0.0461220586568945","0.0461220586568945","0.0584879566449672","0.0584879566449672","0.0584879566449672","0.04075629578437656","0.04075629578437656","0.04075629578437656","","","","0.0006423955546068782","0.0006423955546068782","0.0006423955546068782","0.10831473954021931","0.10831473954021931","0.10831473954021931","0.11753120739012957","0.11753120739012957","0.11753120739012957","0.002411481066831454","0.002411481066831454","0.002411481066831454"
"69","0.04132791026495397","0.04132791026495397","0.04132791026495397","0.07022553053684533","0.07022553053684533","0.07022553053684533","0.040514083889623485","0.040514083889623485","0.040514083889623485","0.03776237484999001","0.03776237484999001","0.03776237484999001","0.02790037202066742","0.02790037202066742","0.02790037202066742","","","","0.0004318514530723405","0.0004318514530723405","0.0004318514530723405","0.10643410217016935","0.10643410217016935","0.10643410217016935","0.12241580057889223","0.12241580057889223","0.12241580057889223","0.013418540338794369","0.013418540338794369","0.013418540338794369"
"70","0.0664353488245979","0.0664353488245979","0.0664353488245979","0.04983802349306643","0.04983802349306643","0.04983802349306643","0.04043716285377741","0.04043716285377741","0.04043716285377741","0.05982500547543168","0.05982500547543168","0.05982500547543168","0.05198531836504117","0.05198531836504117","0.05198531836504117","","","","","","","0.09166269144043326","0.09166269144043326","0.09166269144043326","0.11013938533142209","0.11013938533142209","0.11013938533142209","0.0064230977212511265","0.0064230977212511265","0.0064230977212511265"
"71","0.036659283097833395","0.036659283097833395","0.036659283097833395","0.045658769784495234","0.045658769784495234","0.045658769784495234","0.04778590927728348","0.04778590927728348","0.04778590927728348","0.03730644204188138","0.03730644204188138","0.03730644204188138","0.04025225329678506","0.04025225329678506","0.04025225329678506","","","","","","","0.0903637739829719","0.0903637739829719","0.0903637739829719","0.11811903351917863","0.11811903351917863","0.11811903351917863","0.012253108176602317","0.012253108176602317","0.012253108176602317"
"72","0.03752619819715619","0.03752619819715619","0.03752619819715619","0.05174299795180559","0.05174299795180559","0.05174299795180559","0.025325833612846002","0.025325833612846002","0.025325833612846002","0.0542649389244616","0.0542649389244616","0.0542649389244616","0.03281239792704582","0.03281239792704582","0.03281239792704582","","","","","","","0.11936042224988341","0.11936042224988341","0.11936042224988341","0.11444682907313108","0.11444682907313108","0.11444682907313108","0.06352902721898447","0.06352902721898447","0.06352902721898447"
"73","0.0250844219699502","0.0250844219699502","0.0250844219699502","","","","0.05038661778801017","0.05038661778801017","0.05038661778801017","0.03070199681678787","0.03070199681678787","0.03070199681678787","0.02222804084613017","0.02222804084613017","0.02222804084613017","","","","","","","0.11078258603811264","0.11078258603811264","0.11078258603811264","0.09385929349809885","0.09385929349809885","0.09385929349809885","0.04839881418073284","0.04839881418073284","0.04839881418073284"
"74","0.021144003607332706","0.021144003607332706","0.021144003607332706","","","","0.03667760769733124","0.03667760769733124","0.03667760769733124","0.03229209815617651","0.03229209815617651","0.03229209815617651","0.03151091968175024","0.03151091968175024","0.03151091968175024","","","","","","","0.09290818218141794","0.09290818218141794","0.09290818218141794","0.13234427385032177","0.13234427385032177","0.13234427385032177","0.015026891165949305","0.015026891165949305","0.015026891165949305"
"75","0.04176080075558275","0.04176080075558275","0.04176080075558275","","","","0.07765987349881066","0.07765987349881066","0.07765987349881066","0.044155329931527376","0.044155329931527376","0.044155329931527376","","","","","","","","","","0.09299245523288846","0.09299245523288846","0.09299245523288846","0.14289987925440073","0.14289987925440073","0.14289987925440073","0.00353608863685752","0.00353608863685752","0.00353608863685752"
"76","0.020993818310671486","0.020993818310671486","0.020993818310671486","","","","0.07421036592374246","0.07421036592374246","0.07421036592374246","0.034107220941223204","0.034107220941223204","0.034107220941223204","","","","","","","","","","0.09505725558847189","0.09505725558847189","0.09505725558847189","0.09371279273182154","0.09371279273182154","0.09371279273182154","0.0024966747427827484","0.0024966747427827484","0.0024966747427827484"
"77","0.027858491812366992","0.027858491812366992","0.027858491812366992","","","","0.060881072448359594","0.060881072448359594","0.060881072448359594","0.025802199146710336","0.025802199146710336","0.025802199146710336","","","","","","","","","","0.08234674064442515","0.08234674064442515","0.08234674064442515","0.08979386184364557","0.08979386184364557","0.08979386184364557","0.0009709702485776818","0.0009709702485776818","0.0009709702485776818"
"78","0.01835252426099032","0.01835252426099032","0.01835252426099032","","","","","","","0.02719235699623823","0.02719235699623823","0.02719235699623823","","","","","","","","","","0.08817163994535804","0.08817163994535804","0.08817163994535804","0.08349378127604723","0.08349378127604723","0.08349378127604723","0.0011154839715215661","0.0011154839715215661","0.0011154839715215661"
"79","0.018309829029021785","0.018309829029021785","0.018309829029021785","","","","","","","0.03512372786644846","0.03512372786644846","0.03512372786644846","","","","","","","","","","0.07269066385924816","0.07269066385924816","0.07269066385924816","0.08531224401667714","0.08531224401667714","0.08531224401667714","0.002590605077525002","0.002590605077525002","0.002590605077525002"
"80","0.03289304286590777","0.03289304286590777","0.03289304286590777","","","","","","","0.06267323950305581","0.06267323950305581","0.06267323950305581","","","","","","","","","","0.07293266477063298","0.07293266477063298","0.07293266477063298","0.0738453445956111","0.0738453445956111","0.0738453445956111","0.0020250390339892226","0.0020250390339892226","0.0020250390339892226"
"81","0.01377698450232856","0.01377698450232856","0.01377698450232856","","","","","","","0.03159624297404662","0.03159624297404662","0.03159624297404662","","","","","","","","","","0.07594096544198692","0.07594096544198692","0.07594096544198692","0.11160243721678853","0.11160243721678853","0.11160243721678853","0.0007503339580015986","0.0007503339580015986","0.0007503339580015986"
"82","","","","","","","","","","0.03179182030726224","0.03179182030726224","0.03179182030726224","","","","","","","","","","0.06281037162989378","0.06281037162989378","0.06281037162989378","","","","0.001453909456423779","0.001453909456423779","0.001453909456423779"
"83","","","","","","","","","","0.019229943922255188","0.019229943922255188","0.019229943922255188","","","","","","","","","","0.07137978635728359","0.07137978635728359","0.07137978635728359","","","","0.0010822496791190264","0.0010822496791190264","0.0010822496791190264"
"84","","","","","","","","","","0.03402256139088422","0.03402256139088422","0.03402256139088422","","","","","","","","","","0.07671799440868199","0.07671799440868199","0.07671799440868199","","","","0.000834703164075888","0.000834703164075888","0.000834703164075888"
"85","","","","","","","","","","","","","","","","","","","","","","0.07355836406350136","0.07355836406350136","0.07355836406350136","","","","0.0007767703041281493","0.0007767703041281493","0.0007767703041281493"
"86","","","","","","","","","","","","","","","","","","","","","","0.06259521376341581","0.06259521376341581","0.06259521376341581","","","","0.0018501138956708019","0.0018501138956708019","0.0018501138956708019"
"87","","","","","","","","","","","","","","","","","","","","","","0.0525964314583689","0.0525964314583689","0.0525964314583689","","","","0.000492643773668533","0.000492643773668533","0.000492643773668533"
"88","","","","","","","","","","","","","","","","","","","","","","0.055066581815481186","0.055066581815481186","0.055066581815481186","","","","0.0007558739691018802","0.0007558739691018802","0.0007558739691018802"
"89","","","","","","","","","","","","","","","","","","","","","","0.05342542193830013","0.05342542193830013","0.05342542193830013","","","","0.0012649326868086064","0.0012649326868086064","0.0012649326868086064"
"90","","","","","","","","","","","","","","","","","","","","","","0.049404364195652306","0.049404364195652306","0.049404364195652306","","","","0.0052294963371488324","0.0052294963371488324","0.0052294963371488324"
"91","","","","","","","","","","","","","","","","","","","","","","0.04866833658888936","0.04866833658888936","0.04866833658888936","","","","0.000683848191101788","0.000683848191101788","0.000683848191101788"
"92","","","","","","","","","","","","","","","","","","","","","","0.03945237770676613","0.03945237770676613","0.03945237770676613","","","","0.0006244740169937099","0.0006244740169937099","0.0006244740169937099"
"93","","","","","","","","","","","","","","","","","","","","","","0.05886337882839143","0.05886337882839143","0.05886337882839143","","","","0.0009118115858005435","0.0009118115858005435","0.0009118115858005435"
"94","","","","","","","","","","","","","","","","","","","","","","0.03454868181142956","0.03454868181142956","0.03454868181142956","","","","0.0006570691824500889","0.0006570691824500889","0.0006570691824500889"
"95","","","","","","","","","","","","","","","","","","","","","","0.055237690918147564","0.055237690918147564","0.055237690918147564","","","","0.00016175329171476603","0.00016175329171476603","0.00016175329171476603"
"96","","","","","","","","","","","","","","","","","","","","","","0.01944753638235852","0.01944753638235852","0.01944753638235852","","","","0.0006032553470244498","0.0006032553470244498","0.0006032553470244498"
"97","","","","","","","","","","","","","","","","","","","","","","0.036924996064044535","0.036924996064044535","0.036924996064044535","","","","0.00036622628996545766","0.00036622628996545766","0.00036622628996545766"
"98","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0015890942812412895","0.0015890942812412895","0.0015890942812412895"
"99","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0004635974639768392","0.0004635974639768392","0.0004635974639768392"
"100","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00017387885629562203","0.00017387885629562203","0.00017387885629562203"
"101","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00020655312865918468","0.00020655312865918468","0.00020655312865918468"
