"Step","blooming-gorge-50 - loss","blooming-gorge-50 - loss__MIN","blooming-gorge-50 - loss__MAX","rosy-morning-34 - loss","rosy-morning-34 - loss__MIN","rosy-morning-34 - loss__MAX","glowing-sponge-42 - loss","glowing-sponge-42 - loss__MIN","glowing-sponge-42 - loss__MAX","effortless-firebrand-30 - loss","effortless-firebrand-30 - loss__MIN","effortless-firebrand-30 - loss__MAX","dauntless-river-36 - loss","dauntless-river-36 - loss__MIN","dauntless-river-36 - loss__MAX","fresh-music-32 - loss","fresh-music-32 - loss__MIN","fresh-music-32 - loss__MAX","earnest-eon-44 - loss","earnest-eon-44 - loss__MIN","earnest-eon-44 - loss__MAX","skilled-violet-48 - loss","skilled-violet-48 - loss__MIN","skilled-violet-48 - loss__MAX","distinctive-valley-40 - loss","distinctive-valley-40 - loss__MIN","distinctive-valley-40 - loss__MAX","sandy-pine-38 - loss","sandy-pine-38 - loss__MIN","sandy-pine-38 - loss__MAX"
"10","1.523661807179451","1.523661807179451","1.523661807179451","2.2304525822401047","2.2304525822401047","2.2304525822401047","1.6392683055665758","1.6392683055665758","1.6392683055665758","2.076791577041149","2.076791577041149","2.076791577041149","2.638157621026039","2.638157621026039","2.638157621026039","1.3650300428271294","1.3650300428271294","1.3650300428271294","0.4298247694969177","0.4298247694969177","0.4298247694969177","1.4729390740394592","1.4729390740394592","1.4729390740394592","1.8355225771665573","1.8355225771665573","1.8355225771665573","0.4660350616489138","0.4660350616489138","0.4660350616489138"
"11","1.3015132062137127","1.3015132062137127","1.3015132062137127","1.751718893647194","1.751718893647194","1.751718893647194","1.3567599985334609","1.3567599985334609","1.3567599985334609","1.7603230439126492","1.7603230439126492","1.7603230439126492","2.2032378762960434","2.2032378762960434","2.2032378762960434","1.5782082378864288","1.5782082378864288","1.5782082378864288","0.3303071688860655","0.3303071688860655","0.3303071688860655","1.3681102022528648","1.3681102022528648","1.3681102022528648","1.275132305920124","1.275132305920124","1.275132305920124","0.4673214874097279","0.4673214874097279","0.4673214874097279"
"12","0.9124322384595871","0.9124322384595871","0.9124322384595871","1.3807677179574966","1.3807677179574966","1.3807677179574966","1.4373293254110548","1.4373293254110548","1.4373293254110548","1.2885525226593018","1.2885525226593018","1.2885525226593018","2.2058909833431244","2.2058909833431244","2.2058909833431244","1.0456716567277908","1.0456716567277908","1.0456716567277908","0.3101674618665129","0.3101674618665129","0.3101674618665129","0.976704366505146","0.976704366505146","0.976704366505146","1.3628866896033287","1.3628866896033287","1.3628866896033287","0.4531657504183905","0.4531657504183905","0.4531657504183905"
"13","1.0276388674974442","1.0276388674974442","1.0276388674974442","1.5829593166708946","1.5829593166708946","1.5829593166708946","1.2812086277537875","1.2812086277537875","1.2812086277537875","1.316548191010952","1.316548191010952","1.316548191010952","1.9962788373231888","1.9962788373231888","1.9962788373231888","1.3348137065768242","1.3348137065768242","1.3348137065768242","0.255468639137689","0.255468639137689","0.255468639137689","0.9554049670696259","0.9554049670696259","0.9554049670696259","1.070361066609621","1.070361066609621","1.070361066609621","0.44813104399612974","0.44813104399612974","0.44813104399612974"
"14","0.847808763384819","0.847808763384819","0.847808763384819","1.3417399749159813","1.3417399749159813","1.3417399749159813","1.0997262017594442","1.0997262017594442","1.0997262017594442","1.3512078076601028","1.3512078076601028","1.3512078076601028","2.3325832188129425","2.3325832188129425","2.3325832188129425","0.9888539090752602","0.9888539090752602","0.9888539090752602","0.2105982257053256","0.2105982257053256","0.2105982257053256","0.7231230512261391","0.7231230512261391","0.7231230512261391","1.1135708540678024","1.1135708540678024","1.1135708540678024","0.4116024092904159","0.4116024092904159","0.4116024092904159"
"15","0.6489664018154144","0.6489664018154144","0.6489664018154144","1.351393222808838","1.351393222808838","1.351393222808838","1.062600592772166","1.062600592772166","1.062600592772166","1.2369572147727013","1.2369572147727013","1.2369572147727013","1.3291669338941574","1.3291669338941574","1.3291669338941574","0.8899111822247505","0.8899111822247505","0.8899111822247505","0.17197029222734272","0.17197029222734272","0.17197029222734272","0.7146200239658356","0.7146200239658356","0.7146200239658356","0.850626178085804","0.850626178085804","0.850626178085804","0.3866531769079821","0.3866531769079821","0.3866531769079821"
"16","0.8415393233299255","0.8415393233299255","0.8415393233299255","1.2185775190591812","1.2185775190591812","1.2185775190591812","0.8003105819225311","0.8003105819225311","0.8003105819225311","0.8738677352666855","0.8738677352666855","0.8738677352666855","1.2869236022233963","1.2869236022233963","1.2869236022233963","0.6379808597266674","0.6379808597266674","0.6379808597266674","0.15029097418300807","0.15029097418300807","0.15029097418300807","0.6052126698195934","0.6052126698195934","0.6052126698195934","0.6912322677671909","0.6912322677671909","0.6912322677671909","0.3805330693721771","0.3805330693721771","0.3805330693721771"
"17","0.6330275312066078","0.6330275312066078","0.6330275312066078","1.1142116039991379","1.1142116039991379","1.1142116039991379","0.9070751037862566","0.9070751037862566","0.9070751037862566","0.7089321650564671","0.7089321650564671","0.7089321650564671","1.1739291697740555","1.1739291697740555","1.1739291697740555","0.7790267691016197","0.7790267691016197","0.7790267691016197","0.10617289773654193","0.10617289773654193","0.10617289773654193","0.5697737671434879","0.5697737671434879","0.5697737671434879","0.6855163052678108","0.6855163052678108","0.6855163052678108","0.3799843415617943","0.3799843415617943","0.3799843415617943"
"18","0.6263206787407398","0.6263206787407398","0.6263206787407398","0.8600349053740501","0.8600349053740501","0.8600349053740501","0.8091598269012239","0.8091598269012239","0.8091598269012239","0.8322225138545036","0.8322225138545036","0.8322225138545036","1.0933098420500755","1.0933098420500755","1.0933098420500755","0.5766601841896772","0.5766601841896772","0.5766601841896772","0.12335157720372081","0.12335157720372081","0.12335157720372081","0.5282675363123417","0.5282675363123417","0.5282675363123417","0.6484566852450371","0.6484566852450371","0.6484566852450371","0.35422251746058464","0.35422251746058464","0.35422251746058464"
"19","0.6278476789593697","0.6278476789593697","0.6278476789593697","0.8995079919695854","0.8995079919695854","0.8995079919695854","0.6996955772240957","0.6996955772240957","0.6996955772240957","0.6951201185584068","0.6951201185584068","0.6951201185584068","0.923946812748909","0.923946812748909","0.923946812748909","0.5575163550674915","0.5575163550674915","0.5575163550674915","0.07467987369454931","0.07467987369454931","0.07467987369454931","0.5490273796021938","0.5490273796021938","0.5490273796021938","0.5915608815848827","0.5915608815848827","0.5915608815848827","0.34212605761630194","0.34212605761630194","0.34212605761630194"
"20","0.4597781077027321","0.4597781077027321","0.4597781077027321","0.8553955219686031","0.8553955219686031","0.8553955219686031","0.7406199061208301","0.7406199061208301","0.7406199061208301","0.6066414499655366","0.6066414499655366","0.6066414499655366","0.8625443652272224","0.8625443652272224","0.8625443652272224","0.5357200410217047","0.5357200410217047","0.5357200410217047","0.07293054679757915","0.07293054679757915","0.07293054679757915","0.49020858854055405","0.49020858854055405","0.49020858854055405","0.5669604688882828","0.5669604688882828","0.5669604688882828","0.3274496022079672","0.3274496022079672","0.3274496022079672"
"21","0.3953094631433487","0.3953094631433487","0.3953094631433487","0.8618898689746857","0.8618898689746857","0.8618898689746857","0.5724542720450295","0.5724542720450295","0.5724542720450295","0.6185525134205818","0.6185525134205818","0.6185525134205818","0.6785310767591","0.6785310767591","0.6785310767591","0.45378386974334717","0.45378386974334717","0.45378386974334717","0.07847153878537938","0.07847153878537938","0.07847153878537938","0.4559629522264004","0.4559629522264004","0.4559629522264004","0.5196223743259907","0.5196223743259907","0.5196223743259907","0.2991742060652801","0.2991742060652801","0.2991742060652801"
"22","0.3615810014307499","0.3615810014307499","0.3615810014307499","0.6003720676526427","0.6003720676526427","0.6003720676526427","0.5824165211783515","0.5824165211783515","0.5824165211783515","0.559344932436943","0.559344932436943","0.559344932436943","0.6813461072742939","0.6813461072742939","0.6813461072742939","0.456511614844203","0.456511614844203","0.456511614844203","0.04420896623196313","0.04420896623196313","0.04420896623196313","0.43907322362065315","0.43907322362065315","0.43907322362065315","0.47486555203795433","0.47486555203795433","0.47486555203795433","0.2984249128827027","0.2984249128827027","0.2984249128827027"
"23","0.3876919951289892","0.3876919951289892","0.3876919951289892","0.7017726451158524","0.7017726451158524","0.7017726451158524","0.5899516344070435","0.5899516344070435","0.5899516344070435","0.6650256030261517","0.6650256030261517","0.6650256030261517","0.6047581806778908","0.6047581806778908","0.6047581806778908","0.4402804207056761","0.4402804207056761","0.4402804207056761","0.041377230183570646","0.041377230183570646","0.041377230183570646","0.49444086849689484","0.49444086849689484","0.49444086849689484","0.49627525359392166","0.49627525359392166","0.49627525359392166","0.27744106522628237","0.27744106522628237","0.27744106522628237"
"24","0.2754761027172208","0.2754761027172208","0.2754761027172208","0.4700123369693756","0.4700123369693756","0.4700123369693756","0.49444202250904506","0.49444202250904506","0.49444202250904506","0.5205635130405426","0.5205635130405426","0.5205635130405426","0.5487478226423264","0.5487478226423264","0.5487478226423264","0.46293047070503235","0.46293047070503235","0.46293047070503235","0.04599152095033787","0.04599152095033787","0.04599152095033787","0.45875879377126694","0.45875879377126694","0.45875879377126694","0.49863487109541893","0.49863487109541893","0.49863487109541893","0.27510495111346245","0.27510495111346245","0.27510495111346245"
"25","0.28733872808516026","0.28733872808516026","0.28733872808516026","0.5030104117468","0.5030104117468","0.5030104117468","0.38895999391873676","0.38895999391873676","0.38895999391873676","0.4791460782289505","0.4791460782289505","0.4791460782289505","0.5914992205798626","0.5914992205798626","0.5914992205798626","0.3742106854915619","0.3742106854915619","0.3742106854915619","0.03087165969191119","0.03087165969191119","0.03087165969191119","0.43678290769457817","0.43678290769457817","0.43678290769457817","0.522280678153038","0.522280678153038","0.522280678153038","0.232924435287714","0.232924435287714","0.232924435287714"
"26","0.2551448792219162","0.2551448792219162","0.2551448792219162","0.5023412499576807","0.5023412499576807","0.5023412499576807","0.3608514654139678","0.3608514654139678","0.3608514654139678","0.4081945549696684","0.4081945549696684","0.4081945549696684","0.44991262536495924","0.44991262536495924","0.44991262536495924","0.3588928561657667","0.3588928561657667","0.3588928561657667","0.0272169204254169","0.0272169204254169","0.0272169204254169","0.4148027040064335","0.4148027040064335","0.4148027040064335","0.4716431461274624","0.4716431461274624","0.4716431461274624","0.21930538650069917","0.21930538650069917","0.21930538650069917"
"27","0.26964671444147825","0.26964671444147825","0.26964671444147825","0.4774741344153881","0.4774741344153881","0.4774741344153881","0.42532122880220413","0.42532122880220413","0.42532122880220413","0.36922087892889977","0.36922087892889977","0.36922087892889977","0.570278512313962","0.570278512313962","0.570278512313962","0.35448148287832737","0.35448148287832737","0.35448148287832737","0.023115865591535112","0.023115865591535112","0.023115865591535112","0.3674798905849457","0.3674798905849457","0.3674798905849457","0.4855085164308548","0.4855085164308548","0.4855085164308548","0.19742918679756777","0.19742918679756777","0.19742918679756777"
"28","0.26162870042026043","0.26162870042026043","0.26162870042026043","0.4359941426664591","0.4359941426664591","0.4359941426664591","0.3171432614326477","0.3171432614326477","0.3171432614326477","0.39183206856250763","0.39183206856250763","0.39183206856250763","0.4548187516629696","0.4548187516629696","0.4548187516629696","","","","0.017390969125699485","0.017390969125699485","0.017390969125699485","0.40395786240696907","0.40395786240696907","0.40395786240696907","0.42250750213861465","0.42250750213861465","0.42250750213861465","0.16774052062204906","0.16774052062204906","0.16774052062204906"
"29","0.23077488876879215","0.23077488876879215","0.23077488876879215","0.33638877235352993","0.33638877235352993","0.33638877235352993","0.27624712387720746","0.27624712387720746","0.27624712387720746","0.3537142965942621","0.3537142965942621","0.3537142965942621","0.5191831924021244","0.5191831924021244","0.5191831924021244","","","","0.030746218617423438","0.030746218617423438","0.030746218617423438","0.35495665669441223","0.35495665669441223","0.35495665669441223","0.4148870073258877","0.4148870073258877","0.4148870073258877","0.17785742666040147","0.17785742666040147","0.17785742666040147"
"30","0.282913688570261","0.282913688570261","0.282913688570261","0.3303973637521267","0.3303973637521267","0.3303973637521267","0.28293973455826443","0.28293973455826443","0.28293973455826443","0.4258788228034973","0.4258788228034973","0.4258788228034973","0.4790510982275009","0.4790510982275009","0.4790510982275009","","","","0.01676609451897093","0.01676609451897093","0.01676609451897093","0.37028152868151665","0.37028152868151665","0.37028152868151665","0.41386880725622177","0.41386880725622177","0.41386880725622177","0.1430726729865585","0.1430726729865585","0.1430726729865585"
"31","0.17516093887388706","0.17516093887388706","0.17516093887388706","0.32409399282187223","0.32409399282187223","0.32409399282187223","0.3601999953389168","0.3601999953389168","0.3601999953389168","0.6899270322173834","0.6899270322173834","0.6899270322173834","0.32217433489859104","0.32217433489859104","0.32217433489859104","","","","0.021035775513155386","0.021035775513155386","0.021035775513155386","0.3415096215903759","0.3415096215903759","0.3415096215903759","0.39524461328983307","0.39524461328983307","0.39524461328983307","0.1253780850674957","0.1253780850674957","0.1253780850674957"
"32","0.20108438935130835","0.20108438935130835","0.20108438935130835","0.29085761681199074","0.29085761681199074","0.29085761681199074","0.25447504056824577","0.25447504056824577","0.25447504056824577","0.4420570507645607","0.4420570507645607","0.4420570507645607","0.28665271308273077","0.28665271308273077","0.28665271308273077","","","","0.022857545081933495","0.022857545081933495","0.022857545081933495","0.3257455490529537","0.3257455490529537","0.3257455490529537","0.3668457455933094","0.3668457455933094","0.3668457455933094","0.1294835346883961","0.1294835346883961","0.1294835346883961"
"33","0.1964564798399806","0.1964564798399806","0.1964564798399806","0.3289428260177374","0.3289428260177374","0.3289428260177374","0.3448511047495736","0.3448511047495736","0.3448511047495736","0.3622811632230878","0.3622811632230878","0.3622811632230878","0.2720936401747167","0.2720936401747167","0.2720936401747167","","","","0.00784889343958639","0.00784889343958639","0.00784889343958639","0.3299913667142391","0.3299913667142391","0.3299913667142391","0.38442038372159004","0.38442038372159004","0.38442038372159004","0.11391466270600047","0.11391466270600047","0.11391466270600047"
"34","0.15047581680119038","0.15047581680119038","0.15047581680119038","0.3615885078907013","0.3615885078907013","0.3615885078907013","0.24957125137249628","0.24957125137249628","0.24957125137249628","0.23360583651810884","0.23360583651810884","0.23360583651810884","0.16752207232639194","0.16752207232639194","0.16752207232639194","","","","0.009450637453483068","0.009450637453483068","0.009450637453483068","0.2675134129822254","0.2675134129822254","0.2675134129822254","0.3843931332230568","0.3843931332230568","0.3843931332230568","0.10014717799744435","0.10014717799744435","0.10014717799744435"
"35","0.1355038918554783","0.1355038918554783","0.1355038918554783","0.2725401986390352","0.2725401986390352","0.2725401986390352","0.23019162482685512","0.23019162482685512","0.23019162482685512","0.2626799773424864","0.2626799773424864","0.2626799773424864","0.2847729464992881","0.2847729464992881","0.2847729464992881","","","","0.014503095258987742","0.014503095258987742","0.014503095258987742","0.3204857725650072","0.3204857725650072","0.3204857725650072","0.35026500932872295","0.35026500932872295","0.35026500932872295","0.08669029415718146","0.08669029415718146","0.08669029415718146"
"36","0.17393382731825113","0.17393382731825113","0.17393382731825113","0.3078234437853098","0.3078234437853098","0.3078234437853098","0.21446034726169375","0.21446034726169375","0.21446034726169375","0.2086777063086629","0.2086777063086629","0.2086777063086629","0.269135600887239","0.269135600887239","0.269135600887239","","","","0.007024831156741129","0.007024831156741129","0.007024831156741129","0.2870899010449648","0.2870899010449648","0.2870899010449648","0.32141699083149433","0.32141699083149433","0.32141699083149433","0.06389451010285743","0.06389451010285743","0.06389451010285743"
"37","0.1843926189467311","0.1843926189467311","0.1843926189467311","0.3290285440161824","0.3290285440161824","0.3290285440161824","0.18252557143568993","0.18252557143568993","0.18252557143568993","0.24804167076945305","0.24804167076945305","0.24804167076945305","0.37402549013495445","0.37402549013495445","0.37402549013495445","","","","0.006067959879601403","0.006067959879601403","0.006067959879601403","0.26189372688531876","0.26189372688531876","0.26189372688531876","0.3234252855181694","0.3234252855181694","0.3234252855181694","0.06819171099258321","0.06819171099258321","0.06819171099258321"
"38","0.10573802806902677","0.10573802806902677","0.10573802806902677","0.19531503785401583","0.19531503785401583","0.19531503785401583","0.18325863695806927","0.18325863695806927","0.18325863695806927","0.14977258816361427","0.14977258816361427","0.14977258816361427","0.3802563054487109","0.3802563054487109","0.3802563054487109","","","","0.008364993455870717","0.008364993455870717","0.008364993455870717","0.25792804080992937","0.25792804080992937","0.25792804080992937","0.3122637178748846","0.3122637178748846","0.3122637178748846","0.05465473460831812","0.05465473460831812","0.05465473460831812"
"39","0.1020374707877636","0.1020374707877636","0.1020374707877636","0.2328682467341423","0.2328682467341423","0.2328682467341423","0.18753960066371494","0.18753960066371494","0.18753960066371494","0.16133566200733185","0.16133566200733185","0.16133566200733185","0.26977337151765823","0.26977337151765823","0.26977337151765823","","","","0.00729369187820339","0.00729369187820339","0.00729369187820339","0.272540969774127","0.272540969774127","0.272540969774127","0.30930930003523827","0.30930930003523827","0.30930930003523827","0.04902514660664435","0.04902514660664435","0.04902514660664435"
"40","0.12018193770200014","0.12018193770200014","0.12018193770200014","0.21963469684123993","0.21963469684123993","0.21963469684123993","0.1750737548702293","0.1750737548702293","0.1750737548702293","0.15153264999389648","0.15153264999389648","0.15153264999389648","0.20508867368334904","0.20508867368334904","0.20508867368334904","","","","0.006351790369080845","0.006351790369080845","0.006351790369080845","0.2687973156571388","0.2687973156571388","0.2687973156571388","0.2894651126116514","0.2894651126116514","0.2894651126116514","0.04342731269675174","0.04342731269675174","0.04342731269675174"
"41","0.12102233618497849","0.12102233618497849","0.12102233618497849","0.20074590668082237","0.20074590668082237","0.20074590668082237","0.21505431830883026","0.21505431830883026","0.21505431830883026","0.1777389133349061","0.1777389133349061","0.1777389133349061","0.11935423780232668","0.11935423780232668","0.11935423780232668","","","","0.004848176863561093","0.004848176863561093","0.004848176863561093","0.2505933288484812","0.2505933288484812","0.2505933288484812","0.2826855555176735","0.2826855555176735","0.2826855555176735","0.04348047250615699","0.04348047250615699","0.04348047250615699"
"42","0.11086535500362515","0.11086535500362515","0.11086535500362515","0.20746163930743933","0.20746163930743933","0.20746163930743933","0.16321720141503546","0.16321720141503546","0.16321720141503546","0.18580187857151031","0.18580187857151031","0.18580187857151031","0.17833776597399265","0.17833776597399265","0.17833776597399265","","","","0.0047496282059000805","0.0047496282059000805","0.0047496282059000805","0.22600689716637135","0.22600689716637135","0.22600689716637135","0.2676601968705654","0.2676601968705654","0.2676601968705654","0.04278969977583204","0.04278969977583204","0.04278969977583204"
"43","0.10812870832160115","0.10812870832160115","0.10812870832160115","0.17848426336422563","0.17848426336422563","0.17848426336422563","0.17873717761702007","0.17873717761702007","0.17873717761702007","0.17925134906545281","0.17925134906545281","0.17925134906545281","0.16345815593376756","0.16345815593376756","0.16345815593376756","","","","0.006964916648030339","0.006964916648030339","0.006964916648030339","0.2398154903203249","0.2398154903203249","0.2398154903203249","0.2479160763323307","0.2479160763323307","0.2479160763323307","0.031195832299999893","0.031195832299999893","0.031195832299999893"
"44","0.10708724753931165","0.10708724753931165","0.10708724753931165","0.14961873553693295","0.14961873553693295","0.14961873553693295","0.1809219155046675","0.1809219155046675","0.1809219155046675","0.17287949100136757","0.17287949100136757","0.17287949100136757","0.15323949232697487","0.15323949232697487","0.15323949232697487","","","","0.009677004110471898","0.009677004110471898","0.009677004110471898","0.2221228564158082","0.2221228564158082","0.2221228564158082","0.3161763418465853","0.3161763418465853","0.3161763418465853","0.03764256159774959","0.03764256159774959","0.03764256159774959"
"45","0.08589511830359697","0.08589511830359697","0.08589511830359697","0.15567651949822903","0.15567651949822903","0.15567651949822903","0.13495026901364326","0.13495026901364326","0.13495026901364326","0.16986446641385555","0.16986446641385555","0.16986446641385555","0.17878092732280493","0.17878092732280493","0.17878092732280493","","","","0.007885420937100207","0.007885420937100207","0.007885420937100207","0.2133397925645113","0.2133397925645113","0.2133397925645113","0.2758121434599161","0.2758121434599161","0.2758121434599161","0.02806988451629877","0.02806988451629877","0.02806988451629877"
"46","0.0980448224581778","0.0980448224581778","0.0980448224581778","0.15253987442702055","0.15253987442702055","0.15253987442702055","0.13799610568417442","0.13799610568417442","0.13799610568417442","0.15083027444779873","0.15083027444779873","0.15083027444779873","0.14870790496934205","0.14870790496934205","0.14870790496934205","","","","0.0078832979179424","0.0078832979179424","0.0078832979179424","0.2250864189118147","0.2250864189118147","0.2250864189118147","0.252587903290987","0.252587903290987","0.252587903290987","0.023481328655699536","0.023481328655699536","0.023481328655699536"
"47","0.07645926484838128","0.07645926484838128","0.07645926484838128","0.12154263816773891","0.12154263816773891","0.12154263816773891","0.1272006771630711","0.1272006771630711","0.1272006771630711","0.11547779105603695","0.11547779105603695","0.11547779105603695","0.07380543346516788","0.07380543346516788","0.07380543346516788","","","","0.005009660459563747","0.005009660459563747","0.005009660459563747","0.18680249340832233","0.18680249340832233","0.18680249340832233","0.24129601754248142","0.24129601754248142","0.24129601754248142","0.01910930367219927","0.01910930367219927","0.01910930367219927"
"48","0.11351271532475948","0.11351271532475948","0.11351271532475948","0.1298713053110987","0.1298713053110987","0.1298713053110987","0.19152158622940382","0.19152158622940382","0.19152158622940382","0.12396831531077623","0.12396831531077623","0.12396831531077623","0.14033211255446076","0.14033211255446076","0.14033211255446076","","","","0.0026523387673478283","0.0026523387673478283","0.0026523387673478283","0.1674978043884039","0.1674978043884039","0.1674978043884039","0.2541349921375513","0.2541349921375513","0.2541349921375513","0.02097581238818488","0.02097581238818488","0.02097581238818488"
"49","0.12619227450340986","0.12619227450340986","0.12619227450340986","0.1251370352692902","0.1251370352692902","0.1251370352692902","0.11117534463604291","0.11117534463604291","0.11117534463604291","0.10093097970820963","0.10093097970820963","0.10093097970820963","0.08768136869184673","0.08768136869184673","0.08768136869184673","","","","0.002553022253891868","0.002553022253891868","0.002553022253891868","0.1888832924887538","0.1888832924887538","0.1888832924887538","0.24012328311800957","0.24012328311800957","0.24012328311800957","0.018261076167358885","0.018261076167358885","0.018261076167358885"
